LOCATION,Reporter country,FLOW,Flow,PARTNER,Partner country,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,Value
FIN,Finland,EXP,Exports,G-7,G7,A,Annual,2014,2014,USD,US Dollar,23078181732
FIN,Finland,EXP,Exports,G-7,G7,A,Annual,2015,2015,USD,US Dollar,19533783821
FIN,Finland,EXP,Exports,G-7,G7,A,Annual,2016,2016,USD,US Dollar,18591331496
FIN,Finland,EXP,Exports,G-7,G7,A,Annual,2017,2017,USD,US Dollar,21919449523
FIN,Finland,EXP,Exports,G-7,G7,A,Annual,2018,2018,USD,US Dollar,25023027773
FIN,Finland,EXP,Exports,G-7,G7,A,Annual,2019,2019,USD,US Dollar,25081503905
FIN,Finland,EXP,Exports,G-7,G7,A,Annual,2020,2020,USD,US Dollar,22164798274
FIN,Finland,EXP,Exports,G-20,G20,A,Annual,2010,2010,USD,US Dollar,55586268054
FIN,Finland,EXP,Exports,G-20,G20,A,Annual,2011,2011,USD,US Dollar,62661256277
FIN,Finland,EXP,Exports,G-20,G20,A,Annual,2012,2012,USD,US Dollar,57458942421
FIN,Finland,EXP,Exports,G-20,G20,A,Annual,2013,2013,USD,US Dollar,60763557827
FIN,Finland,EXP,Exports,G-20,G20,A,Annual,2014,2014,USD,US Dollar,62671308960
FIN,Finland,EXP,Exports,G-20,G20,A,Annual,2015,2015,USD,US Dollar,50428074963
FIN,Finland,EXP,Exports,G-20,G20,A,Annual,2016,2016,USD,US Dollar,48488401687
FIN,Finland,EXP,Exports,G-20,G20,A,Annual,2017,2017,USD,US Dollar,57097575866
FIN,Finland,EXP,Exports,G-20,G20,A,Annual,2018,2018,USD,US Dollar,63072063843
FIN,Finland,EXP,Exports,G-20,G20,A,Annual,2019,2019,USD,US Dollar,61451013311
FIN,Finland,EXP,Exports,G-20,G20,A,Annual,2020,2020,USD,US Dollar,56017085761
FRA,France,EXP,Exports,OECD,OECD - Total,A,Annual,2010,2010,USD,US Dollar,3.88903E+11
FRA,France,EXP,Exports,OECD,OECD - Total,A,Annual,2011,2011,USD,US Dollar,4.48221E+11
FRA,France,EXP,Exports,OECD,OECD - Total,A,Annual,2012,2012,USD,US Dollar,4.19361E+11
FRA,France,EXP,Exports,OECD,OECD - Total,A,Annual,2013,2013,USD,US Dollar,4.2756E+11
FRA,France,EXP,Exports,OECD,OECD - Total,A,Annual,2014,2014,USD,US Dollar,4.28838E+11
FRA,France,EXP,Exports,OECD,OECD - Total,A,Annual,2015,2015,USD,US Dollar,3.73595E+11
FRA,France,EXP,Exports,OECD,OECD - Total,A,Annual,2016,2016,USD,US Dollar,3.73235E+11
FRA,France,EXP,Exports,OECD,OECD - Total,A,Annual,2017,2017,USD,US Dollar,3.94841E+11
FRA,France,EXP,Exports,OECD,OECD - Total,A,Annual,2019,2019,USD,US Dollar,4.258E+11
FRA,France,EXP,Exports,G-7,G7,A,Annual,2010,2010,USD,US Dollar,1.99383E+11
FRA,France,EXP,Exports,G-7,G7,A,Annual,2011,2011,USD,US Dollar,2.2942E+11
FRA,France,EXP,Exports,G-7,G7,A,Annual,2012,2012,USD,US Dollar,2.19259E+11
FRA,France,EXP,Exports,G-7,G7,A,Annual,2013,2013,USD,US Dollar,2.22264E+11
FRA,France,EXP,Exports,G-7,G7,A,Annual,2014,2014,USD,US Dollar,2.2427E+11
FRA,France,EXP,Exports,G-7,G7,A,Annual,2015,2015,USD,US Dollar,1.96349E+11
FRA,France,EXP,Exports,G-7,G7,A,Annual,2016,2016,USD,US Dollar,1.95484E+11
FRA,France,EXP,Exports,G-7,G7,A,Annual,2017,2017,USD,US Dollar,2.01388E+11
FRA,France,EXP,Exports,G-7,G7,A,Annual,2018,2018,USD,US Dollar,2.02614E+11
FRA,France,EXP,Exports,G-7,G7,A,Annual,2019,2019,USD,US Dollar,2.1873E+11
FRA,France,EXP,Exports,G-20,G20,A,Annual,2010,2010,USD,US Dollar,4.15362E+11
FRA,France,EXP,Exports,G-20,G20,A,Annual,2011,2011,USD,US Dollar,4.78588E+11
FRA,France,EXP,Exports,G-20,G20,A,Annual,2012,2012,USD,US Dollar,4.52726E+11
FRA,France,EXP,Exports,G-20,G20,A,Annual,2013,2013,USD,US Dollar,4.60993E+11
FRA,France,EXP,Exports,G-20,G20,A,Annual,2014,2014,USD,US Dollar,4.61402E+11
FRA,France,EXP,Exports,G-20,G20,A,Annual,2015,2015,USD,US Dollar,4.01383E+11
FRA,France,EXP,Exports,G-20,G20,A,Annual,2016,2016,USD,US Dollar,3.99931E+11
FRA,France,EXP,Exports,G-20,G20,A,Annual,2017,2017,USD,US Dollar,4.26325E+11
FRA,France,EXP,Exports,G-20,G20,A,Annual,2019,2019,USD,US Dollar,4.54358E+11
DEU,Germany,EXP,Exports,OECD,OECD - Total,A,Annual,2010,2010,USD,US Dollar,9.81193E+11
DEU,Germany,EXP,Exports,OECD,OECD - Total,A,Annual,2011,2011,USD,US Dollar,1.13763E+12
DEU,Germany,EXP,Exports,OECD,OECD - Total,A,Annual,2012,2012,USD,US Dollar,1.07451E+12
DEU,Germany,EXP,Exports,OECD,OECD - Total,A,Annual,2013,2013,USD,US Dollar,1.10396E+12
DEU,Germany,EXP,Exports,OECD,OECD - Total,A,Annual,2014,2014,USD,US Dollar,1.15228E+12
DEU,Germany,EXP,Exports,OECD,OECD - Total,A,Annual,2015,2015,USD,US Dollar,1.03773E+12
DEU,Germany,EXP,Exports,OECD,OECD - Total,A,Annual,2016,2016,USD,US Dollar,1.04337E+12
DEU,Germany,EXP,Exports,OECD,OECD - Total,A,Annual,2017,2017,USD,US Dollar,1.12601E+12
DEU,Germany,EXP,Exports,OECD,OECD - Total,A,Annual,2018,2018,USD,US Dollar,1.21127E+12
DEU,Germany,EXP,Exports,OECD,OECD - Total,A,Annual,2019,2019,USD,US Dollar,1.15184E+12
DEU,Germany,EXP,Exports,OECD,OECD - Total,A,Annual,2020,2020,USD,US Dollar,1.06848E+12
DEU,Germany,EXP,Exports,G-7,G7,A,Annual,2010,2010,USD,US Dollar,3.87083E+11
DEU,Germany,EXP,Exports,G-7,G7,A,Annual,2011,2011,USD,US Dollar,4.50429E+11
DEU,Germany,EXP,Exports,G-7,G7,A,Annual,2012,2012,USD,US Dollar,4.40007E+11
DEU,Germany,EXP,Exports,G-7,G7,A,Annual,2013,2013,USD,US Dollar,4.50997E+11
DEU,Germany,EXP,Exports,G-7,G7,A,Annual,2014,2014,USD,US Dollar,4.74688E+11
DEU,Germany,EXP,Exports,G-7,G7,A,Annual,2015,2015,USD,US Dollar,4.34586E+11
DEU,Germany,EXP,Exports,G-7,G7,A,Annual,2016,2016,USD,US Dollar,4.23912E+11
DEU,Germany,EXP,Exports,G-7,G7,A,Annual,2017,2017,USD,US Dollar,4.48656E+11
DEU,Germany,EXP,Exports,G-7,G7,A,Annual,2018,2018,USD,US Dollar,4.74271E+11
DEU,Germany,EXP,Exports,G-7,G7,A,Annual,2019,2019,USD,US Dollar,4.52629E+11
DEU,Germany,EXP,Exports,G-7,G7,A,Annual,2020,2020,USD,US Dollar,3.99135E+11
DEU,Germany,EXP,Exports,G-20,G20,A,Annual,2010,2010,USD,US Dollar,1.08E+12
DEU,Germany,EXP,Exports,G-20,G20,A,Annual,2011,2011,USD,US Dollar,1.26701E+12
DEU,Germany,EXP,Exports,G-20,G20,A,Annual,2012,2012,USD,US Dollar,1.20143E+12
DEU,Germany,EXP,Exports,G-20,G20,A,Annual,2013,2013,USD,US Dollar,1.2346E+12
DEU,Germany,EXP,Exports,G-20,G20,A,Annual,2014,2014,USD,US Dollar,1.28463E+12
DEU,Germany,EXP,Exports,G-20,G20,A,Annual,2015,2015,USD,US Dollar,1.13724E+12
DEU,Germany,EXP,Exports,G-20,G20,A,Annual,2016,2016,USD,US Dollar,1.14248E+12
DEU,Germany,EXP,Exports,G-20,G20,A,Annual,2017,2017,USD,US Dollar,1.24241E+12
DEU,Germany,EXP,Exports,G-20,G20,A,Annual,2018,2018,USD,US Dollar,1.34416E+12
DEU,Germany,EXP,Exports,G-20,G20,A,Annual,2019,2019,USD,US Dollar,1.27927E+12
DEU,Germany,EXP,Exports,G-20,G20,A,Annual,2020,2020,USD,US Dollar,1.18748E+12
GRC,Greece,EXP,Exports,OECD,OECD - Total,A,Annual,2010,2010,USD,US Dollar,12428385013
GRC,Greece,EXP,Exports,OECD,OECD - Total,A,Annual,2011,2011,USD,US Dollar,16070977129
GRC,Greece,EXP,Exports,OECD,OECD - Total,A,Annual,2012,2012,USD,US Dollar,16407098994
GRC,Greece,EXP,Exports,OECD,OECD - Total,A,Annual,2013,2013,USD,US Dollar,18529169731
GRC,Greece,EXP,Exports,OECD,OECD - Total,A,Annual,2014,2014,USD,US Dollar,18436003452
GRC,Greece,EXP,Exports,OECD,OECD - Total,A,Annual,2015,2015,USD,US Dollar,15639059628
GRC,Greece,EXP,Exports,OECD,OECD - Total,A,Annual,2016,2016,USD,US Dollar,15246133269
GRC,Greece,EXP,Exports,OECD,OECD - Total,A,Annual,2017,2017,USD,US Dollar,17413549157
GRC,Greece,EXP,Exports,OECD,OECD - Total,A,Annual,2018,2018,USD,US Dollar,20667071527
GRC,Greece,EXP,Exports,OECD,OECD - Total,A,Annual,2019,2019,USD,US Dollar,20697152410
GRC,Greece,EXP,Exports,OECD,OECD - Total,A,Annual,2020,2020,USD,US Dollar,20383689996
GRC,Greece,EXP,Exports,G-7,G7,A,Annual,2010,2010,USD,US Dollar,7507825809
GRC,Greece,EXP,Exports,G-7,G7,A,Annual,2011,2011,USD,US Dollar,9277796674
GRC,Greece,EXP,Exports,G-7,G7,A,Annual,2012,2012,USD,US Dollar,8066310609
GRC,Greece,EXP,Exports,G-7,G7,A,Annual,2013,2013,USD,US Dollar,9060346506
GRC,Greece,EXP,Exports,G-7,G7,A,Annual,2014,2014,USD,US Dollar,9013098289
GRC,Greece,EXP,Exports,G-7,G7,A,Annual,2015,2015,USD,US Dollar,8792852728
GRC,Greece,EXP,Exports,G-7,G7,A,Annual,2016,2016,USD,US Dollar,8634340330
GRC,Greece,EXP,Exports,G-7,G7,A,Annual,2017,2017,USD,US Dollar,9360323707
GRC,Greece,EXP,Exports,G-7,G7,A,Annual,2018,2018,USD,US Dollar,11107320451
GRC,Greece,EXP,Exports,G-7,G7,A,Annual,2019,2019,USD,US Dollar,11145887915
GRC,Greece,EXP,Exports,G-7,G7,A,Annual,2020,2020,USD,US Dollar,11645691012
GRC,Greece,EXP,Exports,G-20,G20,A,Annual,2010,2010,USD,US Dollar,16776287592
GRC,Greece,EXP,Exports,G-20,G20,A,Annual,2011,2011,USD,US Dollar,21526352237
GRC,Greece,EXP,Exports,G-20,G20,A,Annual,2012,2012,USD,US Dollar,21659300252
GRC,Greece,EXP,Exports,G-20,G20,A,Annual,2013,2013,USD,US Dollar,24056044875
GRC,Greece,EXP,Exports,G-20,G20,A,Annual,2014,2014,USD,US Dollar,24588365552
GRC,Greece,EXP,Exports,G-20,G20,A,Annual,2015,2015,USD,US Dollar,20779988183
GRC,Greece,EXP,Exports,G-20,G20,A,Annual,2016,2016,USD,US Dollar,20310430476
GRC,Greece,EXP,Exports,G-20,G20,A,Annual,2017,2017,USD,US Dollar,23256121447
GRC,Greece,EXP,Exports,G-20,G20,A,Annual,2018,2018,USD,US Dollar,27982759745
GRC,Greece,EXP,Exports,G-20,G20,A,Annual,2019,2019,USD,US Dollar,27854628250
GRC,Greece,EXP,Exports,G-20,G20,A,Annual,2020,2020,USD,US Dollar,27018864080
HUN,Hungary,EXP,Exports,OECD,OECD - Total,A,Annual,2010,2010,USD,US Dollar,74167442564
HUN,Hungary,EXP,Exports,OECD,OECD - Total,A,Annual,2011,2011,USD,US Dollar,85307248483
HUN,Hungary,EXP,Exports,OECD,OECD - Total,A,Annual,2012,2012,USD,US Dollar,78520625431
HUN,Hungary,EXP,Exports,OECD,OECD - Total,A,Annual,2013,2013,USD,US Dollar,83192647648
HUN,Hungary,EXP,Exports,OECD,OECD - Total,A,Annual,2014,2014,USD,US Dollar,89161960495
HUN,Hungary,EXP,Exports,OECD,OECD - Total,A,Annual,2015,2015,USD,US Dollar,81107955967
HUN,Hungary,EXP,Exports,OECD,OECD - Total,A,Annual,2016,2016,USD,US Dollar,83979721828
HUN,Hungary,EXP,Exports,OECD,OECD - Total,A,Annual,2017,2017,USD,US Dollar,91417173625
HUN,Hungary,EXP,Exports,OECD,OECD - Total,A,Annual,2018,2018,USD,US Dollar,1.00548E+11
HUN,Hungary,EXP,Exports,OECD,OECD - Total,A,Annual,2019,2019,USD,US Dollar,99454751373
HUN,Hungary,EXP,Exports,OECD,OECD - Total,A,Annual,2020,2020,USD,US Dollar,97071007586
HUN,Hungary,EXP,Exports,G-7,G7,A,Annual,2010,2010,USD,US Dollar,41670094412
HUN,Hungary,EXP,Exports,G-7,G7,A,Annual,2011,2011,USD,US Dollar,47346348336
HUN,Hungary,EXP,Exports,G-7,G7,A,Annual,2012,2012,USD,US Dollar,42893469694
HUN,Hungary,EXP,Exports,G-7,G7,A,Annual,2013,2013,USD,US Dollar,45981924983
HUN,Hungary,EXP,Exports,G-7,G7,A,Annual,2014,2014,USD,US Dollar,50000501847
HUN,Hungary,EXP,Exports,G-7,G7,A,Annual,2015,2015,USD,US Dollar,45117259490
HUN,Hungary,EXP,Exports,G-7,G7,A,Annual,2016,2016,USD,US Dollar,46705796634
HUN,Hungary,EXP,Exports,G-7,G7,A,Annual,2017,2017,USD,US Dollar,50211922940
HUN,Hungary,EXP,Exports,G-7,G7,A,Annual,2018,2018,USD,US Dollar,54706361124
HUN,Hungary,EXP,Exports,G-7,G7,A,Annual,2019,2019,USD,US Dollar,53777900596
HUN,Hungary,EXP,Exports,G-7,G7,A,Annual,2020,2020,USD,US Dollar,53078303018
HUN,Hungary,EXP,Exports,G-20,G20,A,Annual,2010,2010,USD,US Dollar,85834907082
HUN,Hungary,EXP,Exports,G-20,G20,A,Annual,2011,2011,USD,US Dollar,99406030393
HUN,Hungary,EXP,Exports,G-20,G20,A,Annual,2012,2012,USD,US Dollar,92664351534
HUN,Hungary,EXP,Exports,G-20,G20,A,Annual,2013,2013,USD,US Dollar,96823822733
HUN,Hungary,EXP,Exports,G-20,G20,A,Annual,2014,2014,USD,US Dollar,1.02198E+11
HUN,Hungary,EXP,Exports,G-20,G20,A,Annual,2015,2015,USD,US Dollar,91875573486
HUN,Hungary,EXP,Exports,G-20,G20,A,Annual,2016,2016,USD,US Dollar,94648568186
HUN,Hungary,EXP,Exports,G-20,G20,A,Annual,2017,2017,USD,US Dollar,1.04126E+11
HUN,Hungary,EXP,Exports,G-20,G20,A,Annual,2018,2018,USD,US Dollar,1.13661E+11
HUN,Hungary,EXP,Exports,G-20,G20,A,Annual,2019,2019,USD,US Dollar,1.11601E+11
HUN,Hungary,EXP,Exports,G-20,G20,A,Annual,2020,2020,USD,US Dollar,1.09424E+11
ISL,Iceland,EXP,Exports,OECD,OECD - Total,A,Annual,2015,2015,USD,US Dollar,4257113105
ISL,Iceland,EXP,Exports,OECD,OECD - Total,A,Annual,2017,2017,USD,US Dollar,4414945782
ISL,Iceland,EXP,Exports,OECD,OECD - Total,A,Annual,2018,2018,USD,US Dollar,5008837333
ISL,Iceland,EXP,Exports,G-7,G7,A,Annual,2010,2010,USD,US Dollar,1675367117
ISL,Iceland,EXP,Exports,G-7,G7,A,Annual,2011,2011,USD,US Dollar,1983540180
ISL,Iceland,EXP,Exports,G-7,G7,A,Annual,2012,2012,USD,US Dollar,1888133581
ISL,Iceland,EXP,Exports,G-7,G7,A,Annual,2013,2013,USD,US Dollar,1789767280
ISL,Iceland,EXP,Exports,G-7,G7,A,Annual,2014,2014,USD,US Dollar,1593430229
ISL,Iceland,EXP,Exports,G-7,G7,A,Annual,2015,2015,USD,US Dollar,1655298917
ISL,Iceland,EXP,Exports,G-7,G7,A,Annual,2016,2016,USD,US Dollar,1650916176
ISL,Iceland,EXP,Exports,G-7,G7,A,Annual,2017,2017,USD,US Dollar,1670754767
ISL,Iceland,EXP,Exports,G-7,G7,A,Annual,2018,2018,USD,US Dollar,1902184079
ISL,Iceland,EXP,Exports,G-7,G7,A,Annual,2019,2019,USD,US Dollar,1929650905
ISL,Iceland,EXP,Exports,G-7,G7,A,Annual,2020,2020,USD,US Dollar,1625095028
IRL,Ireland,EXP,Exports,OECD,OECD - Total,A,Annual,2010,2010,USD,US Dollar,1.07904E+11
IRL,Ireland,EXP,Exports,OECD,OECD - Total,A,Annual,2011,2011,USD,US Dollar,1.16007E+11
IRL,Ireland,EXP,Exports,OECD,OECD - Total,A,Annual,2012,2012,USD,US Dollar,1.06922E+11
IRL,Ireland,EXP,Exports,OECD,OECD - Total,A,Annual,2013,2013,USD,US Dollar,1.04668E+11
IRL,Ireland,EXP,Exports,OECD,OECD - Total,A,Annual,2014,2014,USD,US Dollar,1.07927E+11
IRL,Ireland,EXP,Exports,OECD,OECD - Total,A,Annual,2015,2015,USD,US Dollar,1.11199E+11
IRL,Ireland,EXP,Exports,OECD,OECD - Total,A,Annual,2016,2016,USD,US Dollar,1.17643E+11
IRL,Ireland,EXP,Exports,OECD,OECD - Total,A,Annual,2017,2017,USD,US Dollar,1.22208E+11
IRL,Ireland,EXP,Exports,OECD,OECD - Total,A,Annual,2018,2018,USD,US Dollar,1.47513E+11
IRL,Ireland,EXP,Exports,OECD,OECD - Total,A,Annual,2019,2019,USD,US Dollar,1.48452E+11
IRL,Ireland,EXP,Exports,OECD,OECD - Total,A,Annual,2020,2020,USD,US Dollar,1.60997E+11
IRL,Ireland,EXP,Exports,G-7,G7,A,Annual,2010,2010,USD,US Dollar,66965239343
IRL,Ireland,EXP,Exports,G-7,G7,A,Annual,2011,2011,USD,US Dollar,72730751160
IRL,Ireland,EXP,Exports,G-7,G7,A,Annual,2012,2012,USD,US Dollar,64100858748
IRL,Ireland,EXP,Exports,G-7,G7,A,Annual,2013,2013,USD,US Dollar,63115395585
IRL,Ireland,EXP,Exports,G-7,G7,A,Annual,2014,2014,USD,US Dollar,64432080595
IRL,Ireland,EXP,Exports,G-7,G7,A,Annual,2015,2015,USD,US Dollar,66890672073
IRL,Ireland,EXP,Exports,G-7,G7,A,Annual,2016,2016,USD,US Dollar,71818742765
IRL,Ireland,EXP,Exports,G-7,G7,A,Annual,2017,2017,USD,US Dollar,79601227492
IRL,Ireland,EXP,Exports,G-7,G7,A,Annual,2018,2018,USD,US Dollar,94081506447
IRL,Ireland,EXP,Exports,G-7,G7,A,Annual,2019,2019,USD,US Dollar,1.00731E+11
IRL,Ireland,EXP,Exports,G-7,G7,A,Annual,2020,2020,USD,US Dollar,1.112E+11
IRL,Ireland,EXP,Exports,G-20,G20,A,Annual,2010,2010,USD,US Dollar,1.06976E+11
IRL,Ireland,EXP,Exports,G-20,G20,A,Annual,2011,2011,USD,US Dollar,1.14908E+11
IRL,Ireland,EXP,Exports,G-20,G20,A,Annual,2012,2012,USD,US Dollar,1.04547E+11
IRL,Ireland,EXP,Exports,G-20,G20,A,Annual,2013,2013,USD,US Dollar,1.02234E+11
IRL,Ireland,EXP,Exports,G-20,G20,A,Annual,2014,2014,USD,US Dollar,1.05688E+11
IRL,Ireland,EXP,Exports,G-20,G20,A,Annual,2015,2015,USD,US Dollar,1.08079E+11
IRL,Ireland,EXP,Exports,G-20,G20,A,Annual,2016,2016,USD,US Dollar,1.14528E+11
IRL,Ireland,EXP,Exports,G-20,G20,A,Annual,2017,2017,USD,US Dollar,1.21935E+11
IRL,Ireland,EXP,Exports,G-20,G20,A,Annual,2018,2018,USD,US Dollar,1.47491E+11
IRL,Ireland,EXP,Exports,G-20,G20,A,Annual,2019,2019,USD,US Dollar,1.53977E+11
IRL,Ireland,EXP,Exports,G-20,G20,A,Annual,2020,2020,USD,US Dollar,1.70989E+11
ITA,Italy,EXP,Exports,OECD,OECD - Total,A,Annual,2010,2010,USD,US Dollar,3.26509E+11
ITA,Italy,EXP,Exports,OECD,OECD - Total,A,Annual,2011,2011,USD,US Dollar,3.81987E+11
ITA,Italy,EXP,Exports,OECD,OECD - Total,A,Annual,2012,2012,USD,US Dollar,3.62452E+11
ITA,Italy,EXP,Exports,OECD,OECD - Total,A,Annual,2013,2013,USD,US Dollar,3.6936E+11
ITA,Italy,EXP,Exports,OECD,OECD - Total,A,Annual,2014,2014,USD,US Dollar,3.81779E+11
ITA,Italy,EXP,Exports,OECD,OECD - Total,A,Annual,2015,2015,USD,US Dollar,3.35655E+11
ITA,Italy,EXP,Exports,OECD,OECD - Total,A,Annual,2016,2016,USD,US Dollar,3.43527E+11
ITA,Italy,EXP,Exports,OECD,OECD - Total,A,Annual,2017,2017,USD,US Dollar,3.98948E+11
ITA,Italy,EXP,Exports,OECD,OECD - Total,A,Annual,2018,2018,USD,US Dollar,4.12604E+11
ITA,Italy,EXP,Exports,OECD,OECD - Total,A,Annual,2019,2019,USD,US Dollar,4.07145E+11
ITA,Italy,EXP,Exports,OECD,OECD - Total,A,Annual,2020,2020,USD,US Dollar,3.82372E+11
ITA,Italy,EXP,Exports,G-7,G7,A,Annual,2010,2010,USD,US Dollar,1.68388E+11
ITA,Italy,EXP,Exports,G-7,G7,A,Annual,2011,2011,USD,US Dollar,1.95454E+11
ITA,Italy,EXP,Exports,G-7,G7,A,Annual,2012,2012,USD,US Dollar,1.8648E+11
ITA,Italy,EXP,Exports,G-7,G7,A,Annual,2013,2013,USD,US Dollar,1.93096E+11
ITA,Italy,EXP,Exports,G-7,G7,A,Annual,2014,2014,USD,US Dollar,1.99755E+11
ITA,Italy,EXP,Exports,G-7,G7,A,Annual,2015,2015,USD,US Dollar,1.77514E+11
ITA,Italy,EXP,Exports,G-7,G7,A,Annual,2016,2016,USD,US Dollar,1.82505E+11
ITA,Italy,EXP,Exports,G-7,G7,A,Annual,2017,2017,USD,US Dollar,2.10094E+11
ITA,Italy,EXP,Exports,G-7,G7,A,Annual,2018,2018,USD,US Dollar,2.16882E+11
ITA,Italy,EXP,Exports,G-7,G7,A,Annual,2019,2019,USD,US Dollar,2.15022E+11
ITA,Italy,EXP,Exports,G-7,G7,A,Annual,2020,2020,USD,US Dollar,2.02005E+11
ITA,Italy,EXP,Exports,G-20,G20,A,Annual,2010,2010,USD,US Dollar,3.51227E+11
ITA,Italy,EXP,Exports,G-20,G20,A,Annual,2011,2011,USD,US Dollar,4.10195E+11
ITA,Italy,EXP,Exports,G-20,G20,A,Annual,2012,2012,USD,US Dollar,3.85609E+11
ITA,Italy,EXP,Exports,G-20,G20,A,Annual,2013,2013,USD,US Dollar,3.99416E+11
ITA,Italy,EXP,Exports,G-20,G20,A,Annual,2014,2014,USD,US Dollar,4.13678E+11
ITA,Italy,EXP,Exports,G-20,G20,A,Annual,2015,2015,USD,US Dollar,3.59495E+11
ITA,Italy,EXP,Exports,G-20,G20,A,Annual,2016,2016,USD,US Dollar,3.65775E+11
ITA,Italy,EXP,Exports,G-20,G20,A,Annual,2017,2017,USD,US Dollar,4.28252E+11
ITA,Italy,EXP,Exports,G-20,G20,A,Annual,2018,2018,USD,US Dollar,4.39834E+11
ITA,Italy,EXP,Exports,G-20,G20,A,Annual,2019,2019,USD,US Dollar,4.29814E+11
ITA,Italy,EXP,Exports,G-20,G20,A,Annual,2020,2020,USD,US Dollar,4.00063E+11
JPN,Japan,EXP,Exports,OECD,OECD - Total,A,Annual,2010,2010,USD,US Dollar,3.23805E+11
JPN,Japan,EXP,Exports,OECD,OECD - Total,A,Annual,2011,2011,USD,US Dollar,3.46802E+11
JPN,Japan,EXP,Exports,OECD,OECD - Total,A,Annual,2012,2012,USD,US Dollar,3.38923E+11
JPN,Japan,EXP,Exports,OECD,OECD - Total,A,Annual,2013,2013,USD,US Dollar,3.11018E+11
JPN,Japan,EXP,Exports,OECD,OECD - Total,A,Annual,2014,2014,USD,US Dollar,3.01801E+11
JPN,Japan,EXP,Exports,OECD,OECD - Total,A,Annual,2015,2015,USD,US Dollar,2.78523E+11
JPN,Japan,EXP,Exports,OECD,OECD - Total,A,Annual,2016,2016,USD,US Dollar,2.96345E+11
JPN,Japan,EXP,Exports,OECD,OECD - Total,A,Annual,2017,2017,USD,US Dollar,3.18115E+11
JPN,Japan,EXP,Exports,OECD,OECD - Total,A,Annual,2018,2018,USD,US Dollar,3.29685E+11
JPN,Japan,EXP,Exports,OECD,OECD - Total,A,Annual,2019,2019,USD,US Dollar,3.17047E+11
JPN,Japan,EXP,Exports,OECD,OECD - Total,A,Annual,2020,2020,USD,US Dollar,2.74266E+11
JPN,Japan,EXP,Exports,G-7,G7,A,Annual,2010,2010,USD,US Dollar,1.76888E+11
JPN,Japan,EXP,Exports,G-7,G7,A,Annual,2011,2011,USD,US Dollar,1.89558E+11
JPN,Japan,EXP,Exports,G-7,G7,A,Annual,2012,2012,USD,US Dollar,1.96788E+11
JPN,Japan,EXP,Exports,G-7,G7,A,Annual,2013,2013,USD,US Dollar,1.82733E+11
JPN,Japan,EXP,Exports,G-7,G7,A,Annual,2014,2014,USD,US Dollar,1.79679E+11
JPN,Japan,EXP,Exports,G-7,G7,A,Annual,2015,2015,USD,US Dollar,1.6994E+11
JPN,Japan,EXP,Exports,G-7,G7,A,Annual,2016,2016,USD,US Dollar,1.80855E+11
JPN,Japan,EXP,Exports,G-7,G7,A,Annual,2017,2017,USD,US Dollar,1.88521E+11
JPN,Japan,EXP,Exports,G-7,G7,A,Annual,2018,2018,USD,US Dollar,1.96831E+11
JPN,Japan,EXP,Exports,G-7,G7,A,Annual,2019,2019,USD,US Dollar,1.9488E+11
JPN,Japan,EXP,Exports,G-7,G7,A,Annual,2020,2020,USD,US Dollar,1.63784E+11
JPN,Japan,EXP,Exports,G-20,G20,A,Annual,2010,2010,USD,US Dollar,5.07278E+11
JPN,Japan,EXP,Exports,G-20,G20,A,Annual,2011,2011,USD,US Dollar,5.4854E+11
JPN,Japan,EXP,Exports,G-20,G20,A,Annual,2012,2012,USD,US Dollar,5.3368E+11
JPN,Japan,EXP,Exports,G-20,G20,A,Annual,2013,2013,USD,US Dollar,4.83191E+11
JPN,Japan,EXP,Exports,G-20,G20,A,Annual,2014,2014,USD,US Dollar,4.67592E+11
JPN,Japan,EXP,Exports,G-20,G20,A,Annual,2015,2015,USD,US Dollar,4.17878E+11
JPN,Japan,EXP,Exports,G-20,G20,A,Annual,2016,2016,USD,US Dollar,4.35481E+11
JPN,Japan,EXP,Exports,G-20,G20,A,Annual,2017,2017,USD,US Dollar,4.77142E+11
JPN,Japan,EXP,Exports,G-20,G20,A,Annual,2018,2018,USD,US Dollar,5.07649E+11
JPN,Japan,EXP,Exports,G-20,G20,A,Annual,2019,2019,USD,US Dollar,4.84174E+11
JPN,Japan,EXP,Exports,G-20,G20,A,Annual,2020,2020,USD,US Dollar,4.38997E+11
KOR,Korea,EXP,Exports,OECD,OECD - Total,A,Annual,2013,2013,USD,US Dollar,1.84152E+11
KOR,Korea,EXP,Exports,OECD,OECD - Total,A,Annual,2014,2014,USD,US Dollar,68352853981
KOR,Korea,EXP,Exports,OECD,OECD - Total,A,Annual,2015,2015,USD,US Dollar,1.85563E+11
KOR,Korea,EXP,Exports,OECD,OECD - Total,A,Annual,2016,2016,USD,US Dollar,1.72664E+11
KOR,Korea,EXP,Exports,OECD,OECD - Total,A,Annual,2017,2017,USD,US Dollar,1.9991E+11
KOR,Korea,EXP,Exports,OECD,OECD - Total,A,Annual,2018,2018,USD,US Dollar,2.00445E+11
KOR,Korea,EXP,Exports,OECD,OECD - Total,A,Annual,2019,2019,USD,US Dollar,1.90634E+11
KOR,Korea,EXP,Exports,G-7,G7,A,Annual,2013,2013,USD,US Dollar,1.21641E+11
